"age","default","balance","housing","loan","duration","campaign","previous"
22,0,246,1,0,25,1,0
33,0,8023,0,0,196,1,4
43,0,625,1,0,175,1,0
46,0,0,1,1,239,2,2
31,0,-186,1,0,172,3,0
51,0,1883,1,0,57,1,0
33,0,69,0,1,77,2,0
38,0,740,0,0,259,3,0
26,0,245,1,0,16,11,0
57,0,0,0,0,97,1,0
34,0,0,1,1,374,16,0
84,0,639,0,0,353,3,0
47,0,136,0,1,70,1,0
37,0,1698,1,0,95,2,0
38,0,168,1,1,212,3,0
53,0,0,1,1,135,5,0
38,0,157,0,0,299,5,0
39,0,0,0,0,108,7,0
41,0,121,1,0,16,6,5
51,0,3180,1,0,384,1,0
31,0,-230,1,1,715,1,0
57,0,7082,0,0,69,3,0
30,0,-99,1,0,144,5,0
41,0,1020,1,0,882,1,0
34,0,180,0,0,298,3,0
30,0,1221,1,0,279,4,0
42,0,-7,0,0,41,6,0
31,0,26965,0,0,654,2,0
32,0,3333,0,0,50,4,0
60,0,3043,0,0,235,3,0
30,0,192,0,0,423,1,0
43,0,0,1,1,539,8,5
38,0,868,0,0,452,2,0
48,0,1328,1,0,339,1,0
22,0,1161,0,1,119,1,0
49,0,1122,0,0,143,1,0
44,0,0,1,0,389,5,0
35,0,293,1,0,521,2,0
39,0,0,1,0,502,1,2
34,0,622,1,0,145,1,0
45,0,-311,1,0,1030,1,0
65,0,2179,1,0,112,7,0
58,0,309,0,0,156,2,0
32,0,0,1,0,138,1,0
33,0,79,1,0,249,2,2
40,0,1832,0,0,213,4,0
49,0,1114,0,0,283,1,0
35,0,2658,1,0,768,2,3
41,0,171,0,0,71,9,0
36,0,860,1,0,294,15,0
31,0,112,1,0,159,2,1
43,0,60,0,0,487,2,2
35,0,137,0,1,5,1,12
30,0,6495,0,0,78,3,0
61,0,1060,1,0,118,1,0
41,0,902,0,0,35,6,0
34,0,396,1,0,101,3,0
33,0,-56,0,1,119,5,0
59,0,2381,0,0,173,2,0
73,0,519,0,0,434,1,1
48,0,99,1,0,344,1,0
40,0,212,0,0,176,1,0
40,0,1206,0,1,201,5,0
33,0,5137,1,0,123,1,0
31,0,660,0,0,115,1,0
39,0,2644,1,0,253,1,0
35,0,148,0,1,199,1,0
36,0,179,0,0,411,1,0
30,0,424,0,0,298,4,0
39,0,-405,1,0,177,1,0
36,0,35,1,0,435,3,0
27,0,710,1,1,653,1,2
50,0,207,1,0,99,1,0
35,0,3636,0,1,808,2,0
45,0,118,1,0,208,2,0
47,0,14,1,0,142,1,0
41,0,0,0,0,141,2,0
27,0,-195,1,0,391,1,0
35,0,376,1,1,207,3,0
32,0,189,1,0,106,2,0
79,0,429,0,0,1006,2,0
25,0,34,0,1,316,1,0
30,0,616,1,0,19,1,0
40,0,99,0,0,15,5,0
27,0,1128,1,0,88,4,0
52,0,36,0,0,109,2,0
29,0,451,0,0,451,1,0
43,0,24,0,0,68,1,1
37,0,511,1,0,42,1,0
55,0,218,1,0,200,2,0
42,0,97,0,0,108,2,0
39,0,247,1,0,244,2,0
47,0,3696,0,0,250,2,4
50,0,199,1,1,116,2,1
32,0,132,1,1,343,2,0
30,0,124,0,0,161,2,0
46,0,410,0,1,162,5,0
59,0,0,0,0,87,4,0
33,0,804,1,1,266,1,0
51,0,518,1,0,76,1,0
41,0,2125,1,1,285,3,4
53,0,629,1,0,298,1,0
27,1,-1,0,0,60,2,0
34,0,96,0,0,109,2,0
57,0,107,0,0,85,2,0
43,0,5172,1,0,57,3,0
33,0,95,1,0,335,1,0
40,0,169,1,0,43,4,0
66,0,206,0,0,479,1,0
35,0,0,1,0,262,4,0
47,0,1060,1,0,83,3,0
52,0,335,0,0,411,1,1
32,1,-849,1,1,204,1,0
46,0,705,0,0,398,1,0
58,0,2,1,1,282,9,0
57,0,0,0,0,58,8,0
53,0,2096,0,0,104,1,0
48,0,191,1,0,238,3,0
37,0,5106,0,0,244,1,0
33,0,752,1,0,104,4,0
58,0,2729,0,0,188,1,0
50,0,669,1,0,88,1,0
39,0,8,0,0,88,3,0
36,0,491,1,0,103,3,0
39,0,3797,0,0,96,2,0
51,0,467,1,0,83,1,0
34,0,4943,1,1,117,2,0
32,0,0,0,0,126,2,0
55,0,2923,1,0,104,2,0
55,0,466,0,0,287,4,0
30,0,34,1,0,289,1,0
49,0,198,1,0,205,3,0
48,0,568,1,0,378,2,1
47,0,881,1,0,143,1,2
33,0,-118,1,1,421,3,0
24,0,-220,1,0,90,1,0
55,0,-612,0,0,131,2,0
41,0,21515,1,0,87,1,0
32,0,-84,1,0,426,1,0
38,0,279,1,0,110,5,0
68,0,4189,0,0,897,2,0
57,0,50,0,0,89,3,0
31,1,-282,1,0,131,3,0
32,0,2,1,0,16,9,1
32,0,347,1,0,213,1,6
34,0,0,0,0,270,1,0
54,0,0,0,0,94,5,3
46,0,3232,0,0,94,2,0
31,0,125,0,0,78,2,0
31,0,156,0,0,657,7,0
37,0,131,1,0,137,2,0
40,0,502,1,0,267,4,3
46,0,2262,0,0,44,14,0
39,0,52,0,0,69,1,0
36,0,3064,1,0,1143,4,0
53,0,1343,0,0,129,4,0
33,0,220,1,0,345,1,0
54,0,3,0,1,443,1,0
69,0,426,0,0,225,1,1
35,0,2975,0,0,249,2,0
54,0,1327,0,0,115,2,0
50,0,13,1,0,76,1,0
36,0,168,1,0,52,1,0
43,0,667,1,0,228,3,0
30,0,400,1,0,223,1,0
34,0,703,1,0,342,1,0
29,0,-20,0,1,574,1,0
43,0,92,1,0,237,2,0
34,0,632,0,0,215,10,0
33,0,0,1,1,275,8,0
30,0,149,1,0,220,2,0
27,0,15,0,1,177,1,0
33,0,1808,1,0,99,4,0
42,0,-189,1,0,247,2,0
34,0,171,1,0,191,1,1
61,0,5207,0,0,336,1,2
39,0,839,0,0,825,2,0
30,0,6619,1,0,239,8,0
51,0,42,1,0,51,2,3
34,0,5320,0,0,114,6,5
59,0,0,0,0,493,2,0
33,0,22,0,0,76,2,1
32,0,112,1,0,118,1,0
31,0,2603,1,0,280,4,0
42,0,149,0,0,94,2,0
37,0,189,0,0,238,1,2
57,0,452,1,0,139,4,0
33,0,640,0,0,318,1,0
38,0,14058,0,0,293,20,0
49,0,133,0,0,319,6,0
38,0,104,1,0,606,3,0
52,0,1331,1,0,213,2,0
34,0,293,1,0,162,3,0
46,0,1693,1,0,137,1,1
44,0,1206,0,0,160,2,0
38,0,1205,1,0,45,4,1
50,0,769,0,0,72,2,4
49,0,47,0,0,234,2,0
27,0,5,1,0,205,3,0
47,0,0,0,0,508,1,0
41,0,879,0,1,60,4,0
31,0,631,1,0,248,4,0
31,0,589,1,1,151,1,0
53,1,-200,0,1,161,1,0
55,0,159,0,0,159,1,0
29,0,1026,0,0,226,1,1
58,0,145,1,1,128,2,0
62,0,0,0,0,78,3,0
36,0,495,0,0,213,3,6
32,0,413,1,0,712,2,0
31,0,401,0,0,96,3,0
58,0,5092,0,0,199,6,0
31,0,6,1,0,821,1,0
57,1,32,1,0,476,3,0
48,0,1175,1,0,1476,3,0
50,0,94,1,0,184,4,0
60,0,1088,1,0,149,1,0
41,0,343,1,0,89,7,0
31,0,4148,1,0,316,3,9
55,0,4103,0,0,291,1,0
38,0,0,1,0,71,1,0
26,0,50,1,0,153,1,0
42,0,233,0,0,446,1,0
41,0,1088,1,0,138,1,0
34,0,176,0,0,61,4,0
38,0,156,1,0,544,3,0
44,0,1679,0,0,718,1,0
50,0,72,0,0,141,2,0
28,0,1453,1,0,246,1,1
38,0,226,1,0,762,3,0
58,0,-123,0,0,131,2,0
39,0,426,0,0,1029,1,0
27,0,100,0,0,57,2,0
42,0,8131,1,0,69,1,0
29,0,751,1,0,121,2,0
37,0,3953,1,0,610,2,1
30,0,329,1,0,122,16,0
39,0,2,1,0,180,1,0
33,0,8023,0,0,107,1,3
30,0,0,1,0,20,1,0
42,0,-247,1,1,519,1,1
49,0,320,0,0,1971,4,0
54,0,876,0,0,269,3,3
47,0,826,1,0,195,3,8
41,0,437,1,0,14,21,0
54,0,2819,0,0,123,3,0
31,0,1368,1,0,129,4,0
52,0,-11,1,0,94,4,0
39,0,246,0,0,86,2,0
29,0,2325,0,0,125,1,0
53,0,451,1,0,125,1,2
46,0,1790,1,0,214,5,0
51,0,160,1,0,136,1,1
50,0,4012,0,0,690,3,0
33,0,273,1,0,803,1,0
27,0,362,1,0,332,2,0
45,0,2418,1,0,120,1,0
50,0,32,0,0,282,2,0
32,0,1583,1,0,100,1,1
45,0,844,0,0,1018,3,0
53,0,3177,0,0,92,2,0
30,0,371,0,0,124,2,0
43,0,10910,1,0,66,2,0
31,0,1343,1,1,85,1,0
51,0,712,0,0,287,2,0
53,0,27,1,0,230,3,0
23,0,363,1,0,16,18,0
45,0,5346,1,1,187,1,0
36,0,55,1,0,38,2,4
80,0,8304,0,0,712,1,12
38,0,4425,1,0,162,1,0
35,0,175,1,0,257,2,0
38,0,-242,1,0,1173,3,6
29,0,11417,1,0,272,2,0
34,0,2374,1,0,161,1,2
53,0,4086,0,0,14,3,0
34,0,1847,1,0,543,3,6
51,0,30,1,0,333,2,0
58,0,543,0,1,264,3,0
44,0,-182,1,1,10,10,0
44,0,0,1,1,161,1,0
49,0,0,1,0,177,3,0
47,0,214,1,1,168,1,0
83,0,0,0,0,664,1,3
39,0,794,0,0,182,1,0
28,0,1480,1,0,143,1,0
49,0,323,1,0,41,2,0
31,0,2363,1,0,247,1,0
47,0,51,1,1,312,1,0
39,0,0,1,0,503,1,0
28,0,2788,1,0,369,2,0
24,0,822,0,0,184,1,2
55,0,2678,0,1,151,12,0
39,0,163,1,0,107,2,0
35,0,0,0,0,669,6,0
35,0,560,1,0,58,1,1
45,0,248,0,0,212,2,0
45,0,1477,1,0,355,1,0
51,0,2237,1,0,619,1,0
40,0,2805,1,0,173,6,23
35,0,444,1,0,244,3,0
35,0,152,1,0,563,1,0
37,0,658,1,0,175,1,0
30,0,445,1,0,218,1,2
35,0,0,1,0,151,7,0
29,0,455,0,0,403,1,0
59,0,1427,0,0,140,2,0
50,0,0,0,0,152,2,0
26,0,81,0,0,262,3,0
35,0,0,1,0,169,1,0
47,0,751,0,0,408,14,0
32,0,2693,1,0,16,1,0
44,0,460,0,0,491,1,0
26,0,-147,0,0,95,2,0
47,0,1279,1,0,479,2,0
27,0,1566,0,0,164,5,0
52,0,108,1,0,543,12,0
52,0,0,0,0,145,3,4
39,0,-276,0,1,121,4,0
22,0,2488,0,0,449,2,10
36,0,3953,1,0,277,1,0
38,0,4366,1,0,188,2,0
37,0,427,1,1,371,3,0
70,0,1164,0,0,338,3,2
51,0,1069,1,0,247,2,0
56,0,0,1,0,154,2,0
52,0,1141,1,0,22,5,0
21,0,137,1,0,198,3,0
37,0,0,0,0,143,1,0
48,0,0,0,0,176,15,0
47,0,162,1,0,203,4,0
34,0,250,1,0,193,6,0
28,0,101,1,0,126,4,0
50,0,3463,0,1,96,1,0
27,0,76,1,0,236,1,0
55,0,0,0,0,336,1,0
32,0,116,0,1,255,2,0
73,0,1388,0,0,146,3,3
51,0,2967,0,0,83,2,0
48,0,-70,0,0,243,1,0
42,0,130,1,0,285,1,0
35,0,262,0,0,96,2,4
30,0,7845,1,0,59,1,0
42,0,1519,0,0,230,1,1
25,0,2506,0,0,485,1,0
31,0,1545,1,1,207,1,0
34,0,613,1,0,80,1,0
46,0,25,0,0,564,2,0
31,0,389,1,0,69,1,2
49,0,5673,0,1,357,3,0
43,0,64,0,0,230,2,0
31,0,5,1,1,101,7,0
48,0,1355,0,0,134,2,0
30,0,1372,0,0,240,2,0
37,1,0,1,0,108,1,0
31,0,0,1,0,143,1,0
27,0,4848,1,1,82,3,0
35,0,3587,1,0,148,4,0
31,0,1660,1,0,342,1,0
56,0,2038,0,0,405,1,1
37,0,0,0,0,129,4,2
42,0,0,1,0,71,1,0
50,0,1138,0,0,219,10,0
37,0,547,1,1,143,1,0
44,0,7138,0,0,809,2,0
28,0,43,0,0,190,1,0
54,0,0,0,0,986,1,8
26,0,179,0,0,103,3,0
42,0,759,0,0,97,1,3
43,0,1304,0,0,501,2,0
33,0,625,1,0,410,1,0
45,0,-206,1,0,337,2,0
36,0,60,0,0,209,2,0
42,0,515,1,0,501,2,0
44,0,221,0,0,149,13,0
38,0,0,1,0,121,2,0
28,0,177,1,1,150,1,0
39,0,1367,0,0,43,1,0
34,0,1011,1,0,136,1,0
54,0,0,0,0,618,1,0
47,0,4906,1,0,389,1,0
35,0,603,1,0,474,2,0
33,0,0,0,0,224,8,0
54,0,209,1,1,97,1,0
32,0,473,1,0,624,5,0
34,0,1387,0,0,121,1,0
55,0,2366,1,1,94,4,0
49,0,2039,1,0,283,2,0
41,0,1646,1,0,261,1,6
53,0,146,0,0,150,1,0
38,0,578,1,0,112,2,0
57,0,808,0,0,274,1,0
56,0,2190,0,1,90,2,1
64,0,2923,0,0,120,1,0
44,0,-1313,1,1,104,10,0
30,0,1009,1,0,253,1,0
33,0,661,1,0,968,1,0
46,0,4958,1,0,64,3,5
42,0,-411,1,0,78,5,3
57,0,839,0,1,225,1,0
37,0,2610,1,0,53,1,0
36,0,1328,1,0,82,4,0
47,0,5306,1,0,322,1,0
37,0,504,1,0,555,1,0
26,0,128,0,0,355,1,0
29,0,15,0,0,136,1,0
40,0,192,1,0,71,11,0
58,0,1142,0,0,82,3,0
36,0,42,1,0,102,4,0
30,0,501,1,1,514,1,0
38,0,0,1,0,185,3,0
38,0,1960,1,0,161,2,0
42,0,275,0,0,31,8,0
31,0,2,1,1,112,1,0
27,0,73,0,0,242,1,0
31,0,969,0,0,95,1,0
26,0,856,1,1,95,5,0
59,0,3573,0,0,44,1,0
32,0,787,0,0,92,1,0
59,0,345,0,0,38,1,0
36,0,191,0,0,69,1,0
37,0,480,0,0,344,2,8
40,0,61,1,0,112,3,0
54,0,0,0,0,161,1,2
52,0,2072,0,0,224,1,0
36,0,756,0,0,396,3,0
32,0,2881,0,0,356,1,0
26,0,3529,0,1,57,2,0
31,0,438,1,0,130,2,0
54,0,3859,0,1,104,3,0
42,0,2030,1,1,196,1,0
49,0,265,1,0,274,6,0
27,0,54,1,0,543,2,0
62,0,1859,0,0,245,3,0
40,0,1876,0,1,269,1,0
61,0,6016,0,0,670,3,0
41,0,3872,0,0,231,1,0
39,0,4722,1,0,483,1,0
32,0,48,1,0,8,3,0
38,0,1373,0,0,119,4,0
39,0,179,0,0,36,1,0
30,1,4,1,0,84,3,0
32,0,517,1,0,528,1,0
52,0,1623,1,0,21,17,0
31,0,1957,0,0,112,3,0
32,0,180,1,0,45,2,0
33,0,3470,0,0,285,2,0
52,0,1308,1,0,361,1,0
28,0,232,1,1,72,1,1
34,0,50,1,0,89,2,0
55,0,138,0,0,205,1,0
37,0,715,1,0,247,2,0
29,0,361,1,1,819,3,0
26,0,279,0,0,239,3,0
38,0,4335,1,0,640,1,0
32,0,217,1,1,317,5,0
50,0,2061,1,1,197,2,3
34,0,0,1,0,116,4,0
46,0,1427,1,0,32,3,0
38,0,0,0,0,39,2,0
53,0,66,0,1,141,1,0
46,0,4855,1,0,1529,1,1
69,0,279,0,0,26,1,0
46,0,-121,1,1,214,4,0
37,0,865,1,0,101,1,0
31,0,2104,1,0,455,1,0
35,0,308,0,0,77,2,0
50,0,806,1,1,141,8,2
28,0,16,0,0,119,4,0
47,0,6637,1,0,174,2,0
33,0,1897,1,1,197,1,0
56,0,2959,1,0,325,1,0
33,0,-67,1,0,364,1,0
45,0,5450,0,0,188,2,0
46,0,0,0,0,161,1,0
50,0,100,1,1,157,1,3
38,0,221,0,0,79,3,0
28,0,64,1,0,160,3,0
31,0,694,1,0,431,2,0
41,0,0,0,0,239,1,2
31,0,202,1,0,146,1,0
58,0,883,0,0,543,1,2
33,0,474,0,0,400,2,0
54,0,0,0,0,220,1,0
33,0,201,1,0,171,1,1
33,0,2,1,0,132,1,0
42,0,260,1,0,175,2,0
44,0,-11,1,0,13,1,0
32,0,11797,1,0,95,2,0
33,0,1064,1,0,562,1,0
49,0,197,1,0,223,1,2
33,0,3696,0,0,305,1,3
31,0,388,1,0,730,2,0
33,0,3576,1,0,124,1,2
45,0,1410,0,0,71,2,0
48,0,112,0,0,139,5,0
57,0,0,0,1,104,2,0
58,0,37,0,0,84,11,0
38,0,361,1,0,601,1,0
67,0,2301,0,0,124,1,0
27,0,261,1,1,113,1,0
52,0,230,1,0,198,2,2
59,0,1585,0,0,91,5,0
42,0,10907,0,0,74,3,0
39,0,3575,0,1,74,3,0
48,0,197,0,1,47,2,3
39,0,266,0,0,102,2,0
45,0,242,0,0,587,1,0
46,0,-852,0,1,728,2,0
39,0,4143,1,1,21,1,0
35,0,1145,1,0,82,2,0
34,0,2211,0,0,149,1,0
27,0,-220,1,0,138,2,0
43,0,1188,0,0,140,2,0
33,0,2098,0,0,67,1,0
34,0,1897,1,1,441,1,0
32,0,1731,1,1,323,3,0
53,0,-2,1,1,144,2,0
29,0,1,0,0,167,3,0
30,0,-477,0,1,1532,2,0
44,0,-710,1,0,183,1,0
41,0,2993,1,0,24,12,0
47,0,168,1,0,66,1,1
25,0,331,0,0,170,4,0
50,0,2284,1,0,1088,17,0
33,0,1925,1,0,76,2,0
27,1,-584,1,0,411,2,0
46,0,1429,1,0,91,1,0
31,0,271,0,0,89,1,0
36,0,608,0,0,125,2,0
37,0,3561,1,0,98,1,0
59,0,235,0,0,119,2,0
39,0,-606,1,0,142,1,0
36,0,2394,0,0,184,2,0
34,0,0,1,0,78,4,0
32,0,406,1,0,227,1,0
35,0,126,0,0,112,2,0
33,0,0,0,0,236,10,0
30,0,4,0,0,443,2,0
36,0,0,0,0,637,1,0
33,0,1412,1,0,480,1,0
38,0,-196,1,0,60,1,1
40,0,1361,0,0,1473,1,0
37,0,190,1,1,194,1,0
58,0,937,0,0,155,1,0
46,0,-35,1,0,304,3,0
25,0,-242,1,1,600,4,4
34,0,674,1,0,587,2,0
46,0,120,1,0,20,11,0
33,0,-346,1,1,29,3,0
36,0,2806,1,0,358,4,0
50,0,341,1,1,670,4,2
35,0,1350,1,0,185,1,1
40,0,1100,1,0,660,2,0
42,0,753,0,0,31,1,0
37,1,375,0,0,223,2,0
41,0,4824,0,1,168,7,0
34,0,184,0,0,203,4,0
47,0,2642,0,0,310,2,0
34,0,84,0,0,231,1,0
39,0,691,1,1,517,1,1
30,0,42,0,0,115,6,0
53,0,1796,0,0,295,1,2
31,0,99,1,0,193,2,1
44,0,0,0,0,71,1,0
42,0,3620,1,0,22,16,0
40,0,1012,1,0,410,1,0
52,0,592,0,0,122,2,0
33,0,3170,0,0,246,2,0
36,0,876,1,0,241,2,0
24,0,9,1,0,292,7,0
29,0,242,1,0,73,4,0
30,1,239,1,0,412,1,0
49,0,322,0,0,356,2,0
33,0,1909,0,0,191,2,0
31,0,1243,1,0,32,1,0
57,0,23,1,0,25,8,0
44,0,7635,0,0,719,5,0
34,0,1116,1,0,53,5,0
43,0,3274,1,0,680,1,1
53,0,751,1,0,343,4,0
45,0,61,0,0,108,1,0
34,0,691,1,1,70,1,0
49,0,2576,1,0,64,6,0
57,0,523,0,1,49,6,0
34,0,1906,1,0,68,3,0
45,0,410,1,0,891,4,0
53,0,7290,1,0,153,1,0
35,0,2830,0,0,22,12,0
37,0,140,1,1,490,1,0
43,0,2886,0,0,230,1,0
46,0,67,0,0,9,1,0
48,0,17,1,1,81,1,0
31,0,212,1,0,191,3,0
35,0,949,1,0,245,2,0
48,0,705,0,0,108,2,0
48,0,1150,1,0,357,1,0
35,0,181,1,0,5,3,0
34,0,0,0,1,193,4,0
35,0,980,0,0,428,2,6
38,0,3576,0,0,349,2,1
60,0,0,0,0,40,1,0
37,0,4760,1,0,182,2,2
34,0,436,1,0,28,1,1
41,0,231,0,0,352,2,0
30,0,566,0,0,110,1,0
60,0,4256,1,0,239,3,1
71,0,353,0,0,208,1,2
42,0,198,1,0,314,1,0
60,0,5,0,0,63,2,0
45,0,586,0,1,32,3,0
42,0,5774,1,0,54,2,0
37,0,189,0,0,148,4,0
34,0,-72,1,0,273,5,0
50,0,-1,0,0,195,2,0
60,0,0,0,1,124,1,0
53,0,2240,1,0,282,2,1
55,0,61,1,1,113,3,0
36,0,16,1,1,95,4,0
45,0,1783,0,0,11,11,0
38,0,-558,1,0,533,1,0
59,0,1881,0,0,456,2,0
30,0,-28,1,0,284,2,1
23,0,589,1,0,62,1,0
36,0,-308,1,0,725,1,0
35,0,1160,1,0,116,3,0
26,0,1700,1,0,13,5,0
49,0,687,1,0,772,1,0
32,0,103,0,0,312,1,0
58,0,2223,0,0,1139,2,1
52,0,6922,0,0,371,1,0
35,0,1067,0,1,179,6,0
27,0,7,1,0,98,2,0
33,0,-195,0,0,9,1,0
46,0,1148,0,0,104,2,0
30,0,940,0,0,131,2,0
25,0,402,0,1,264,1,0
44,0,1424,1,0,201,2,0
32,0,255,1,1,86,2,0
41,0,-29,0,0,41,2,2
34,0,8038,1,0,29,3,1
38,0,-388,1,0,412,1,0
30,0,931,0,0,1183,1,0
31,0,459,1,0,623,1,1
57,0,169,0,0,180,1,2
34,0,573,0,0,122,1,0
38,0,1513,0,0,330,1,1
45,0,0,0,0,145,10,0
28,0,0,0,0,198,2,0
28,0,1027,1,0,433,1,0
32,0,3935,1,0,129,2,0
32,0,2285,1,0,413,2,0
30,0,638,0,0,358,6,0
57,0,0,0,0,257,2,0
38,0,0,1,0,213,2,0
40,0,0,0,0,543,2,0
40,0,219,1,0,204,2,1
36,0,1482,1,0,177,2,1
41,0,5037,0,0,252,9,5
34,0,456,1,1,137,8,0
34,0,0,1,1,172,4,0
72,0,4415,0,0,120,1,0
40,0,-1,0,0,173,1,0
55,0,1580,0,1,1007,1,0
26,0,256,1,0,101,2,0
30,0,3107,1,0,1516,2,0
28,0,1325,1,0,242,1,0
39,0,111,0,0,201,2,0
28,0,0,1,0,479,1,0
27,0,769,1,0,317,2,0
41,0,75,1,0,479,9,0
49,0,358,1,1,176,3,0
45,0,1529,0,0,160,1,0
36,0,2357,1,0,228,2,0
44,0,773,0,1,618,1,0
27,0,15,1,0,67,3,0
32,0,795,0,0,131,3,0
47,0,320,0,0,203,2,0
56,0,83,0,0,26,11,0
27,0,3792,0,0,279,2,0
39,0,501,0,0,289,1,0
40,0,440,1,0,327,2,0
34,0,0,1,0,262,1,2
53,0,427,0,1,360,4,0
35,0,475,0,1,936,4,0
50,0,4108,1,0,526,2,0
31,0,775,0,0,361,1,0
36,0,257,1,0,86,2,0
33,0,245,1,1,253,3,0
41,0,8238,1,1,124,4,0
32,0,889,1,0,185,1,5
40,0,-839,1,1,1018,2,0
37,1,0,0,0,236,1,0
55,0,8894,0,0,262,1,0
32,0,759,1,0,317,5,0
57,0,139,0,0,80,1,0
32,0,5878,0,0,159,2,0
34,0,1076,0,0,70,2,0
34,0,997,1,1,81,1,0
51,1,34,0,1,200,1,0
45,0,204,1,0,224,2,0
45,0,998,1,0,38,2,0
29,0,0,1,0,104,2,0
57,0,3250,0,0,162,3,0
58,0,4007,0,0,598,4,0
56,0,205,0,1,442,2,0
29,0,1117,1,0,77,2,0
47,0,2322,0,0,618,1,0
42,0,5564,0,0,560,2,0
34,0,0,0,0,63,2,0
30,0,81,1,0,121,6,3
31,0,1210,0,0,350,1,0
30,0,1808,1,0,83,2,0
50,0,-701,1,1,148,1,0
58,0,172,0,0,145,7,0
30,0,57,0,0,465,2,0
51,0,2934,1,0,727,4,0
33,0,0,1,0,270,1,0
50,0,0,0,0,72,5,0
44,0,438,1,0,37,3,1
44,0,476,1,1,127,2,0
41,0,340,0,0,37,3,0
47,0,-50,0,1,175,1,0
54,0,1114,1,0,81,1,0
54,0,653,1,0,352,1,0
41,0,3823,0,0,234,10,0
59,0,2358,1,0,30,1,0
36,0,4438,1,0,446,1,0
36,0,0,1,0,145,2,0
34,0,2679,1,0,195,1,0
25,0,913,1,0,113,4,0
35,0,714,1,0,135,22,0
51,0,0,0,0,60,2,0
42,0,1520,1,0,115,1,0
48,1,-20,0,0,142,2,0
57,0,14,0,1,445,2,0
36,0,1830,0,0,183,1,11
26,0,203,0,0,104,1,1
53,0,6095,1,1,410,5,0
56,0,238,1,0,808,1,0
34,0,992,1,0,301,1,2
41,0,1172,1,0,153,1,0
24,0,119,0,0,51,1,0
44,0,-1746,1,0,218,1,0
32,0,0,0,0,268,2,0
41,0,771,1,0,106,8,0
50,0,36,0,0,104,10,0
37,0,23,0,0,289,2,0
32,0,687,1,0,61,1,0
28,0,4229,1,1,205,2,0
37,0,6968,0,0,175,1,0
56,0,334,1,0,127,2,0
60,0,0,0,1,151,1,0
38,0,3234,0,0,578,2,0
26,0,1064,0,0,113,1,0
